Bankleitzahl,BIC
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051001,
57051870,MALADE51COC
57060000,GENODEDD570
57060612,DAAEDED1012
57060612,DAAEDED1044
57062675,GENODE51NWA
57062675,
57062675,
57062675,
57062675,
57062675,
57063478,
57063478,
57063478,GENODED1VAN
57063478,
57064221,GENODED1MKA
57064221,
57069067,GENODED1LUH
57069067,
57069067,
57069067,
57069067,
57069067,
57069081,GENODED1MOK
57069081,
57069081,
57069081,
57069081,
57069081,
57069144,GENODED1KAI
57069144,
57069144,
57069144,
57069144,
57069144,
57069144,
57069144,
57069144,
57069144,
57069144,
57069238,GENODED1ASN
57069238,
57069238,
57069238,
57069238,
57069238,
57069238,
57069257,GENODED1UMO
57069315,GENODED1SRH
57069361,GENODED1WLG
57069361,
57069526,GENODED1IDW
57069727,GENODED1IRR
57069727,
57069727,
57069727,
57069806,GENODED1MBA
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57069806,
57070024,DEUTDEDB570
57070024,DEUTDEDB572
57070024,DEUTDEDB571
57070024,DEUTDEDB577
57070024,DEUTDEDB573
57070024,DEUTDEDB578
57070045,DEUTDE5M570
57070045,DEUTDE5M572
57070045,DEUTDE5M573
57070045,DEUTDE5M577
57070045,DEUTDE5M571
57070045,DEUTDE5M578
57080070,DRESDEFF570
57080070,
57080070,
57080070,
57090000,GENODE51KOB
57090000,
57090000,
57090000,
57090000,
57090900,GENODEF1P12
57090900,
57091000,GENODE51MON
57091000,
57091000,
57091000,
57091000,
57091000,
57091000,
57091100,GENODE51HGR
57092800,GENODE51DIE
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57092800,
57263015,GENODE51ARZ
57263015,
57263015,
57263015,
57263015,
57351030,MALADE51AKI
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57351030,
57361476,
57361476,GENODED1GBS
57361476,
57361476,
57361476,
57361476,
57363243,
57363243,GENODED1NFB
57391200,GENODE51DAA
57391200,
57391200,
57391200,
57391200,
57391500,GENODE51HAM
57391500,
57391500,
57391500,
57391800,GENODE51WW1
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57391800,
57400000,MARKDEF1574
57450120,MALADE51NWD
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57450120,
57460117,GENODED1NWD
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57460117,
57461759,GENODED1MRW
57461759,
57461759,
57461759,
57461759,
57461759,
57461759,
57461759,
57470024,DEUTDEDB574
57470024,DEUTDEDB575
57470024,DEUTDEDB576
57470024,DEUTDEDB579
57470047,DEUTDE5M574
57470047,DEUTDE5M575
57470047,DEUTDE5M576
57470047,DEUTDE5M579
57650010,MALADE51MYN
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57650010,
57661253,GENODED1KEH
57661253,
57661253,
57662263,GENODED1MPO
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57662263,
57751310,MALADE51AHR
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57751310,
57761591,GENODED1BNA
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57761591,
57762265,GENODED1GRO
57762265,
57762265,
57762265,
58500000,MARKDEF1585
58510111,ESSEDE5F585
58520086,HYVEDEMM437
58540035,COBADEFF585
58540035,COBADEFF586
58540035,
58550130,TRISDE55XXX
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58550130,
58560103,GENODED1TVB
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560103,
58560294,GENODED1PA3
58561250,GENODED1HER
58561626,
58561626,GENODED1SRB
58561771,GENODED1MLW
58561771,
58561771,
58561771,
58561771,
58564788,GENODED1HWM
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58564788,
58570024,DEUTDEDB585
58570024,DEUTDEDB580
58570024,DEUTDEDB586
58570048,DEUTDE5M585
58570048,DEUTDE5M590
58570048,DEUTDE5M586
58580074,DRESDEFF585
58580074,
58590900,GENODEF1P21
58650030,MALADE51BIT
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58650030,
58651240,MALADE51DAU
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58651240,
58660101,
58660101,
58660101,
58660101,GENODED1BIT
58660101,
58660101,
58660101,
58660101,
58660101,
58660101,
58660101,
58660101,
58661901,GENODED1WSC
58661901,
58661901,
58661901,
58661901,
58661901,
58661901,
58661901,
58661901,
58661901,
58662653,GENODED1OSE
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58662653,
58668818,GENODED1NBL
58691500,GENODED1PRU
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58691500,
58751230,MALADE51BKS
58760954,GENODED1WTL
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58760954,
58761343,GENODED1BPU
58761343,
58761343,
58761343,
58761343,
58761343,
58761343,
58761343,
58771224,DEUTDEDB587
58771224,DEUTDEDB589
58771224,DEUTDEDB588
58771242,DEUTDE5M587
58771242,DEUTDE5M589
58771242,DEUTDE5M588
59000000,MARKDEF1590
59010011,PBNKDEFFXXX
59010012,PBNKDEFFXXX
59010013,PBNKDEFFXXX
59010014,PBNKDEFFXXX
59010015,PBNKDEFFXXX
59010016,PBNKDEFFXXX
59010017,PBNKDEFFXXX
59010018,PBNKDEFFXXX
59010019,PBNKDEFFXXX
59010020,PBNKDEFFXXX
59010021,PBNKDEFFXXX
59010022,PBNKDEFFXXX
59010023,PBNKDEFFXXX
59010024,PBNKDEFFXXX
59010025,PBNKDEFFXXX
59010026,PBNKDEFFXXX
59010027,PBNKDEFFXXX
59010028,PBNKDEFFXXX
59010029,PBNKDEFFXXX
59010031,PBNKDEFFXXX
59010032,PBNKDEFFXXX
59010033,PBNKDEFFXXX
59010034,PBNKDEFFXXX
59010035,PBNKDEFFXXX
59010036,PBNKDEFFXXX
59010037,PBNKDEFFXXX
59010038,PBNKDEFFXXX
59010039,PBNKDEFFXXX
59010040,PBNKDEFFXXX
59010041,PBNKDEFFXXX
59010042,PBNKDEFFXXX
59010044,PBNKDEFFXXX
59010045,PBNKDEFFXXX
59010047,PBNKDEFFXXX
59010048,PBNKDEFFXXX
59010049,PBNKDEFFXXX
59010066,PBNKDEFFXXX
59010111,ESSEDE5F590
59010400,SIKBDE55XXX
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020090,HYVEDEMM432
59020700,HSTBDEH1SAA
59040000,COBADEFF590
59040000,COBADEFF592
59040000,COBADEFF594
59040000,COBADEFF595
59040000,COBADEFF593
59040000,COBADEFF591
59040000,
59050000,SALADE55XXX
59050101,SAKSDE55XXX
59050101,
59050101,
59050101,
59050101,
59050101,
59050101,
59050101,
59050101,
59051090,SALADE51VKS
59052020,SALADE51SKG
59070000,DEUTDE5M555
59070070,DEUTDEDB595
59070070,
59070070,
59070070,
59070070,
59070070,
59070070,
59070070,DEUTDEDB590
59080090,DRESDEFF590
59080090,
59080090,
59080090,
59090626,DAAEDED1026
59090900,GENODEF1P19
59091500,GENODE51SUZ
59091800,GENODE51QUI
59092000,
59092000,GENODE51SB2
59092000,
59092000,
59092000,
59092000,
59099530,
59099530,GENODE51EWI
59099550,GENODE51NOH
59099550,
59099550,
59099550,
59190000,SABADE5SXXX
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190000,
59190100,GENODE51SB1
59190200,GENODE51SLS
59190200,
59190200,
59190200,
59190200,
59190200,
59190200,
59251020,SALADE51WND
59251020,
59251020,
59251020,
59251020,
59251020,
59251020,
59251020,
59252046,SALADE51NKS
59252046,
59252046,
59252046,
59252046,
59252046,
59252046,
59290100,GENODE51NES
59291000,
59291000,GENODE51WEN
59291000,
59291000,
59291000,
59291000,
59291000,
59291000,
59291200,GENODE51BEX
59291200,
59291200,
59291200,
59291200,
59291200,
59291200,
59291200,
59291300,GENODE51SPI
59292400,GENODE51EPP
59300000,MARKDEF1593
59320087,HYVEDEMM838
59350110,KRSADE55XXX
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59350110,
59351040,MERZDE55XXX
59351040,
59351040,
59351040,
59351040,
59351040,
59351040,
59390100,GENODE51SLF
59390100,
59390100,
59390100,
59390100,
59390100,
59390100,
59390100,
59391200,
59391200,GENODE51UBH
59392000,
59392000,
59392000,
59392000,
59392000,GENODE51DSA
59392200,GENODE51LOS
59392200,
59392200,
59392200,
59393000,GENODE51LEB
59393000,
59393000,
59393000,
59393000,
59393000,
59450010,SALADE51HOM
59450010,
59450010,
59450010,
59450010,
59450010,
59450010,
59491114,GENODE51HOM
59491300,GENODE51MBT
59491300,
59491300,
59491300,
59491300,
59491300,
60000000,MARKDEF1600
60010070,PBNKDEFFXXX
60010111,ESSEDE5F600
60010111,ESSEDE5F601
60010111,ESSEDE5F602
60010424,AARBDE5W600
60010700,LKBWDE6K600
60020030,SOLADEST601
60020100,SCHWDESSXXX
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020290,HYVEDEMM473
60020300,VONEDE33STG
60020700,HSTBDEH1STU
60030000,MEBEDE6SDCB
60030100,BHBADES1XXX
60030200,ELGEDES1XXX
60030600,CPLUDES1XXX
60030600,
60030600,
60030600,
60030600,
60030600,
60030600,
60030600,
60030600,
60030600,
60030666,CPLUDES1XXX
60030700,AKBADES1XXX
60030900,ISBKDEFXSTU
60033000,BSWLDE61XXX
60035810,IBKBDES1XXX
60040060,COBADEFF096
60040061,COBADEFF097
60040071,COBADEFF600
60040071,COBADEFF607
60040071,COBADEFF624
60040071,COBADEFF601
60040071,COBADEFF616
60040071,COBADEFF603
60040071,
60040071,
60050000,SOLADESTXXX
60050009,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST493
60050101,SOLADEST880
60050101,
60050101,SOLADEST447
60050101,
60050101,SOLADEST829
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST457
60050101,SOLADEST490
60050101,
60050101,SOLADEST437
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST864
60050101,SOLADEST454
60050101,SOLADEST896
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST836
60050101,
60050101,
60050101,SOLADEST484
60050101,
60050101,
60050101,SOLADEST487
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST428
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,
60050101,SOLADEST600
60050101,
60050101,
60050101,
60060000,GENODESGXXX
60060202,GENODESTXXX
60060396,GENODES1UTV
60060396,
60060606,GENODES1EK2
60060893,GENODES1FIL
60062775,GENODES1ECH
60062775,
60062909,GENODES1MCH
60062909,
60062909,
60062909,
60062909,
60069017,GENODES1DMS
60069017,
60069017,
60069066,GENODES1RBA
60069066,
60069066,
60069066,
60069066,
60069075,GENODES1RVG
60069075,
60069126,GENODES1ROM
60069126,
60069147,GENODES1RSF
60069147,
60069158,GENODES1SAA
60069158,
60069158,
60069206,GENODES1AID
60069206,
60069224,GENODES1GWS
60069224,
60069235,
60069239,GENODES1BPF
60069239,
60069239,
60069239,
60069239,
60069239,
60069242,GENODES1RGR
60069242,
60069245,GENODES1ROB
60069245,
60069245,
60069251,GENODES1RDI
60069251,
60069251,
60069251,
60069251,
60069251,
60069251,
60069251,
60069251,
60069251,
60069302,GENODES1ERM
60069302,
60069303,GENODES1RBS
60069303,
60069308,GENODES1RIN
60069308,
60069315,GENODES1MDH
60069325,
60069325,GENODES1HEG
60069336,GENODES1RMA
60069336,
60069343,GENODES1RRI
60069343,
60069346,GENODES1REH
60069346,
60069346,
60069346,
60069346,
60069350,GENODES1RRG
60069350,
60069355,GENODES1EHN
60069355,
60069371,GENODES1RNK
60069378,GENODES1DEH
60069378,
60069387,GENODES1DBE
60069387,
60069417,GENODES1KIB
60069417,
60069419,
60069419,GENODES1UHL
60069420,GENODES1MBI
60069431,GENODES1OED
60069431,
60069442,GENODES1RFS
60069442,
60069442,
60069455,GENODES1RVS
60069455,
60069457,GENODES1OTT
60069457,
60069461,GENODES1RRE
60069461,
60069461,
60069461,
60069461,
60069462,GENODES1WBB
60069462,
60069463,GENODES1RKH
60069476,GENODES1DEA
60069476,
60069476,
60069485,GENODES1ROW
60069485,
60069485,
60069505,GENODES1VMT
60069505,
60069517,GENODES1SCA
60069517,
60069520,GENODES1OMT
60069527,GENODES1RNS
60069527,
60069527,
60069527,
60069527,
60069527,
60069538,GENODES1LOC
60069538,
60069538,
60069544,GENODES1RWN
60069544,
60069545,GENODES1NUF
60069545,
60069553,GENODES1HAR
60069553,
60069553,
60069553,
60069564,GENODES1RVA
60069564,
60069564,
60069593,GENODES1ROS
60069593,
60069593,
60069593,
60069593,
60069593,
60069593,
60069595,GENODES1SBB
60069595,
60069595,
60069595,
60069639,GENODES1RIH
60069639,
60069648,GENODES1EHZ
60069648,
60069648,
60069648,
60069648,
60069669,GENODES1EHB
60069670,GENODES1HOC
60069670,
60069670,
60069670,
60069673,GENODES1ABR
60069673,
60069673,
60069680,
60069680,
60069680,GENODES1BRZ
60069685,GENODES1RWA
60069685,
60069685,
60069685,
60069685,
60069692,GENODES1ENZ
60069705,GENODES1SLA
60069706,GENODES1MEH
60069706,
60069706,
60069710,GENODES1RGF
60069710,
60069714,GENODES1IBR
60069714,
60069714,
60069714,
60069714,
60069714,
60069714,
60069724,
60069724,GENODES1RHS
60069727,GENODES1ROF
60069727,
60069738,GENODES1FAN
60069738,
60069766,GENODES1BBO
60069780,GENODES1GBG
60069795,GENODES1HHB
60069798,GENODES1RHB
60069798,
60069798,
60069817,GENODES1RMO
60069817,
60069832,GENODES1URB
60069832,
60069842,GENODES1DHB
60069842,
60069858,GENODES1VAI
60069858,
60069858,
60069858,
60069860,GENODES1FED
60069860,
60069860,
60069860,
60069860,
60069860,
60069876,
60069876,GENODES1ROG
60069876,
60069876,
60069896,GENODES1PLE
60069904,GENODES1RUW
60069904,
60069904,
60069904,
60069904,
60069904,
60069905,GENODES1REM
60069905,
60069911,GENODES1ERL
60069911,
60069926,
60069926,
60069926,GENODES1VBG
60069927,GENODES1BHB
60069927,
60069931,GENODES1BGH
60069931,
60069950,GENODES1TUN
60069950,
60069971,GENODES1ODD
60069971,
60069976,GENODES1BOE
60069976,
60069976,
60069980,GENODES1RMH
60070024,DEUTDEDBSTG
60070024,DEUTDEDB602
60070024,DEUTDEDB647
60070024,DEUTDEDB609
60070024,DEUTDEDB624
60070024,DEUTDEDB605
60070070,DEUTDESSXXX
60070070,DEUTDESS602
60070070,DEUTDESS624
60070070,DEUTDESS609
60070070,DEUTDESS605
60070070,DEUTDESS647
60080000,DRESDEFF600
60080000,
60080000,
60080000,
60080000,
60080000,
60080000,
60080000,
60080000,
60080055,DRESDEFF608
60080057,DRESDEFF609
60080085,DRESDEFFI50
60080086,DRESDEFFI54
60080087,DRESDEFFI57
60080088,DRESDEFFI58
60089450,DRESDEFFI21
60090100,VOBADESSXXX
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090100,
60090300,GENODES1ZUF
60090300,
60090609,DAAEDED1009
60090700,SWBSDESSXXX
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090700,
60090800,GENODEF1S02
60090900,GENODEF1P20
60120050,HYVEDEM1085
60120200,BHFBDEFF600
60120500,BFSWDE33STG
60130100,GENODED1FFS
60133300,SCFBDE33XXX
60200000,MARKDEF1602
60220030,SOLADEST602
60241074,COBADEFF602
60250010,SOLADES1WBN
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250010,
60250184,SOLADEST820
60261329,GENODES1FBB
60261329,
60261622,GENODES1WNS
60261622,
60261818,GENODES1RWT
60261818,
60261818,
60262063,GENODES1KOR
60262063,
60262693,GENODES1KRN
60262693,
60270024,DEUTDEDB606
60270073,DEUTDESS606
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,
60290110,GENODES1VWN
60291120,GENODES1VBK
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291120,
60291510,GENODES1WIN
60300000,MARKDEF1603
60320030,SOLADEST607
60320291,HYVEDEMM858
60340071,
60340071,COBADEFF606
60350130,BBKRDE6BXXX
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60350130,
60361923,GENODES1WES
60361923,
60361923,
60380002,DRESDEFF601
60380002,
60380002,
60390000,GENODES1BBV
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390000,
60390300,GENODES1LEO
60390300,
60390300,
60390300,
60390300,
60390300,
60390300,
60391310,GENODES1VBH
60391310,
60391310,
60391310,
60391310,
60391310,
60391310,
60391420,GENODES1MAG
60391420,
60400000,MARKDEF1604
60410600,WUEHDE61XXX
60420000,WBAGDE61XXX
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420000,
60420186,HYVEDEMM860
60422000,SABUDE6SXXX
60430060,SOLADEST604
60431061,SOLADEST605
60440073,COBADEFF604
60440073,COBADEFF605
60450050,SOLADES1LBG
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450050,
60450193,SOLADEST800
60460142,GENODES1EGL
60462808,GENODES1AMT
60462808,
60462808,
60462808,
60462808,
60462808,
60462808,
60462808,
60470024,DEUTDEDB604
60470024,DEUTDEDB608
60470024,DEUTDEDB635
60470024,DEUTDEDB617
60470024,DEUTDEDB623
60470024,DEUTDEDB648
60470024,
60470082,DEUTDESS604
60470082,DEUTDESS635
60470082,DEUTDESS617
60470082,DEUTDESS623
60470082,DEUTDESS608
60470082,DEUTDESS648
60470082,
60480008,DRESDEFF604
60480008,
60490150,GENODES1LBG
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60490150,
60491430,GENODES1VBB
60491430,
60491430,
60491430,
60491430,
60491430,
60491430,
60491430,
60491430,GENODES1GHB
60491430,
60491430,
60651070,PZHSDE66XXX
60651070,PZHSDE66NAG
60661369,
60661369,GENODES1BIF
60661906,GENODES1WIM
60661906,
60661906,
60663084,GENODES1RCW
60663084,
60663084,
60663084,
60663084,
60663084,
60663084,
60663084,
60663084,
60670024,DEUTDEDB659
60670070,DEUTDESS659
60691440,
60691440,GENODES1VMB
61020030,SOLADEST610
61030000,MARBDE6GXXX
61040014,COBADEFF610
61040014,COBADEFF618
61050000,GOPSDE6GXXX
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,GOPSDE6G612
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050000,
61050181,SOLADEST870
61060500,GENODES1VGP
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61060500,
61070024,DEUTDEDB610
61070024,DEUTDEDB627
61070024,DEUTDEDB618
61070078,DEUTDESS610
61070078,DEUTDESS618
61070078,DEUTDESS627
61080006,DRESDEFF610
61091200,GENODES1DGG
61091200,
61091200,
61091200,
61091200,
61100000,MARKDEF1611
61120030,SOLADEST611
61120286,HYVEDEMM859
61140071,COBADEFF611
61140071,COBADEFF619
61140071,
61150020,ESSLDE66XXX
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150020,
61150185,SOLADEST840
61161696,GENODES1NHB
61161696,
61161696,
61170024,DEUTDEDB611
61170024,DEUTDEDB619
61170024,DEUTDEDB612
61170024,DEUTDEDB626
61170076,DEUTDESS611
61170076,DEUTDESS612
61170076,DEUTDESS619
61170076,DEUTDESS626
61180004,DRESDEFF611
61180004,
61190110,GENODES1ESS
61190110,
61190110,
61190110,
61190110,
61191310,
61191310,
61191310,
61191310,
61191310,GENODES1VBP
61191310,
61191310,
61191310,
61191310,
61220030,SOLADEST612
61240048,COBADEFF965
61261213,
61261213,GENODES1TEC
61261213,
61261213,
61261213,
61261213,
61261213,
61261339,GENODES1HON
61261339,
61261339,
61261339,
61261339,
61262258,GENODES1WLF
61262258,
61262345,GENODES1BBF
61262345,
61281007,DRESDEFF612
61281007,
61290120,GENODES1NUE
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61290120,
61340079,COBADEFF613
61361722,GENODES1HEU
61361722,
61361722,
61361722,
61361722,
61361722,
61361975,GENODES1RML
61361975,
61361975,
61361975,
61361975,
61361975,
61361975,
61361975,
61361975,
61370024,DEUTDEDB613
61370024,DEUTDEDB614
61370024,DEUTDEDB637
61370024,DEUTDEDB638
61370024,DEUTDEDB639
61370024,DEUTDEDB615
61370024,DEUTDEDB633
61370024,DEUTDEDB616
61370086,DEUTDESS613
61370086,DEUTDESS639
61370086,DEUTDESS638
61370086,DEUTDESS614
61370086,DEUTDESS615
61370086,DEUTDESS616
61370086,DEUTDESS637
61370086,DEUTDESS633
61390140,GENODES1VGD
61390140,
61390140,
61390140,
61390140,
61390140,
61390140,
61390140,
61390140,
61391410,GENODES1WEL
61391410,
61391410,
61400000,MARKDEF1614
61420086,HYVEDEMM272
61430000,SOLADEST614
61440086,COBADEFF614
61450050,OASPDE6AXXX
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450050,
61450191,SOLADEST420
61480001,DRESDEFF614
61490150,GENODES1AAV
61490150,
61490150,
61490150,
61490150,
61490150,
61490150,
61490150,
61490150,
61491010,GENODES1ELL
61491010,
61491010,
61491010,
61491010,
61491010,
61491010,
61491010,
61491010,
62000000,MARKDEF1620
62020000,HOEBDE61XXX
62020100,FBHNDE61XXX
62030050,SOLADEST620
62030058,SOLADEST624
62030059,SOLADEST625
62030060,SOLADEST626
62040060,COBADEFF620
62040060,
62050000,HEISDE66XXX
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050000,
62050181,SOLADEST400
